ID_rec	ID_vow	label_wov	F1_1	F1_2	F1_3	F1_4	F1_5	F2_1	F2_2	F2_3	F2_4	F2_5
JP_02	13	a	736.7605951343862	746.68195643165	745.0569141857	820.536328091676	852.9955800669274	1666.6884968662785	1642.8494947373022	1633.3256559847682	1538.993939012334	1379.5834436974035	
JP_02	14	a	707.4232250420646	675.0834210799922	723.9820985727267	834.4910966736696	925.1533638806915	--undefined--	--undefined--	1164.3973216687	--undefined--	--undefined--	
JP_02	15	o:	492.91752779564354	529.957311959178	556.3015651096605	564.900923115873	599.7731485692752	2035.2727965144627	2007.217678410534	1902.3416625457749	2561.6253771544975	2426.7804488500115	
JP_02	16	o:	554.1289781429238	596.268656092787	672.6092985164943	624.2239987716697	579.1804882476056	2361.88294088665	2333.0059006473584	--undefined--	2680.861388314071	2061.9022942560164	
JP_02	17	i:	569.1977246428996	523.6356309578717	490.96161154354	384.4570513490837	356.51293364872646	1776.2186840244628	1816.5385984264883	1843.3142424281396	1797.3793803489455	1972.748563188762	
JP_02	18	e:	573.461116466405	569.2203066232522	541.5457672610373	483.94743200520503	544.088662563565	1598.804079140721	1656.7575932178136	1641.2608804567633	1531.8668492713446	1485.0847175113702	
JP_02	19	E:	1092.74609290804	1096.7051996757004	1182.1141828257441	1215.782498356081	1164.8413198378423	2109.5402023918805	2127.283073825881	--undefined--	--undefined--	--undefined--	
JP_02	20	e:	471.1895238570201	80.94197669596585	337.1217796145416	424.16166646617296	437.7106139445667	2178.5591053556836	2793.8405377483105	2424.023193136074	2301.907602139278	2279.5031126696426	
JP_02	21	Y	1639.503864752944	1682.2477505093732	1697.8471056153503	1727.8820199542358	382.62729577164515	--undefined--	--undefined--	--undefined--	--undefined--	1812.6414183295817	
JP_02	22	A:	490.77892707663307	653.4301892358085	477.416191249142	790.0447676663525	793.4459919274389	1729.181197334552	1641.5229878870205	1541.5300370471748	1459.7712649715836	1361.2962611836565	
JP_02	23	o:	611.974381545781	611.8275727709965	528.5254302327513	497.47095717623716	556.1254269507436	1981.0211304476159	--undefined--	2524.3325898014587	--undefined--	--undefined--	
JP_02	24	e:	636.2622875081433	679.6540034932613	732.1203460251709	762.8140874912938	789.6758764801799	1888.7797657487665	1524.5475627849014	1459.0264774521552	1469.7106949334832	1471.0052375044206	
JP_02	25	i:	1678.299936656817	414.84724669809185	466.62498628786966	473.18534963363015	479.2615476220245	--undefined--	1723.4099897911271	1711.7337365203064	1667.5504239392556	1748.3608162261282	
JP_02	26	o:	478.70028575451477	541.8878247030908	636.8556205869982	710.1152735398798	735.0578121116902	2033.5087567711562	2244.117316257997	2398.7327577927886	--undefined--	--undefined--	
JP_02	27	A:	734.3496036191292	713.127662996557	801.3723111089373	686.1654914485571	724.4668898857815	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
JP_02	28	i:	1670.4390803123058	1626.5058699118786	1631.1037190664983	1721.0814791177252	936.3841028224135	--undefined--	--undefined--	--undefined--	--undefined--	1938.5908495515857	
JP_02	29	oe	755.7114425184503	1199.590991248942	894.5637893235572	963.9673695231329	722.6062031976016	1575.3317173264727	1445.7374502113425	1801.774333514763	--undefined--	2172.175336218381	
JP_02	30	i:	493.27450214119705	487.12336337183876	449.04901337092747	510.9829555654723	514.8996223182926	1937.0726041588691	1974.5636465081343	2002.772511959557	1995.9151893758647	1999.0770520231567	
JP_02	31	o:	596.9395433020677	590.07258073991	513.2840243264401	568.6893733904782	637.3921770766125	2021.9751799886121	2132.673895473985	1958.5704386138575	1813.1952167909149	1811.1828068036987	
JP_02	32	i:	1903.3473971024628	1912.0255458531292	1905.580707241585	1900.1719037551436	1986.7174431488206	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
JP_02	33	e:	515.7300786359734	532.3961068806412	558.6807362860095	573.128718261227	550.06095936468	1629.4335252748751	1628.3163929050486	1677.1126827349904	1718.0083765994186	1727.106455375538	
JP_02	34	i:	455.8183536171712	468.93918741906003	446.7956652514244	402.7757111364415	186.6867630821451	1921.6649273973087	1950.0458265045208	1961.890100486208	1957.2719442432085	1925.4265310909275	
JP_02	35	u:	540.8005909636167	475.93763873318704	475.3019809765956	417.5893583118739	475.7219885871529	2245.23381291045	2373.8995736115235	2268.759511502599	2153.9974313512603	2171.4901046607056	
JP_02	36	o:	609.0814517698115	625.460540409483	659.8612450145006	685.3530859317712	679.5061400405392	1570.6123283283948	1557.9931020353486	1578.2082169183348	1558.5117908929858	1504.7862495573486	
JP_02	37	e	1920.7920586232392	881.7886936374532	383.4426920322254	446.21558577358127	1261.9595781793732	--undefined--	1975.182255909668	2086.927053646453	1973.3195405996842	--undefined--	
JP_02	38	A:	968.4291453487473	1171.2326957402931	1307.1915133302941	1303.477281262732	1197.7178035287004	1555.6469039419812	1780.207562207856	--undefined--	--undefined--	--undefined--	
JP_03	0	A:	1001.9257036893883	934.084788144368	881.215724845831	880.8692188239288	869.3072214461124	--undefined--	1668.807963349918	1627.3607353717446	1560.0494835549216	1548.2153748833052	
JP_03	1	A:	750.8658707733621	720.3607325476049	750.9335894572422	750.2636305339004	725.0089624658438	--undefined--	2247.0503115095544	1764.2370905343191	1853.1271970359128	--undefined--	
JP_03	2	A:	836.6869272314658	963.5251475600325	991.5921315193439	806.5794385708996	1169.823079327056	2142.681045106509	1866.810616242057	1434.3316676356278	1168.443395259711	--undefined--	
JP_03	3	i:	319.6944149509811	356.0076896918228	317.277648211659	450.29241088136604	430.29039971252877	1802.9191925406978	1779.3500715979583	1741.2041154637795	1706.1261398565018	1705.8889935600746	
JP_03	4	i:	1748.639536120398	1787.008082539865	1032.7957273355205	425.99099341478995	495.326191231718	--undefined--	--undefined--	1810.428793620205	1815.2447552880074	1817.7157001233472	
JP_03	5	A:	581.695301598896	621.7471467982088	652.6279655133219	641.4406016016249	609.6454303624362	1719.767276272196	1656.815828334116	1593.5877226720283	1556.6334557039745	1468.6790951808166	
JP_03	6	o:	558.6111492441028	585.7284409029959	605.9713828107997	574.4347771390256	576.0724034606844	2068.7361267989454	--undefined--	2379.4541502174584	2271.878412998219	2084.7110957900522	
JP_03	7	O	539.2060245583253	530.0392303457679	516.2148040413256	533.3706926473011	517.7260833018398	1762.724338904382	1652.0597056902886	1552.938630880222	1772.2658706827226	1716.3513121315448	
JP_03	8	a	647.3493664330996	814.3466922047026	767.5397545430212	740.3012214991389	706.4416803382247	2213.5606712126164	--undefined--	--undefined--	--undefined--	--undefined--	
JP_03	9	o:	518.5093371690878	573.4453860361432	588.296705037037	635.7099128021438	845.2889269279966	2332.4775893973183	--undefined--	--undefined--	1104.9290875840288	742.6158763036624	
JP_03	10	e:	899.8153173518645	1266.2451602904441	1315.246607467398	1351.634243863398	791.1372206932399	--undefined--	--undefined--	--undefined--	--undefined--	1582.2728844152002	
JP_03	11	o:	609.6444473000955	592.2367781781986	546.5975886276104	521.7148324653867	601.2910534683568	2209.611860280107	2683.6348543592244	2264.4991735514786	2303.7300440079107	--undefined--	
JP_03	12	e:	321.71550531591197	474.52707350175916	558.6639652969417	591.5221942563468	494.64963190030574	1774.3666238187823	1825.4744781732215	1828.362736403863	1733.7117019587613	1581.5473160127888	
JP_03	13	o:	523.5490080938023	507.087897790408	543.2396029084596	637.7064907182188	738.0555797342837	2099.9560517905566	--undefined--	--undefined--	2465.325453706525	--undefined--	
JP_03	14	E:	795.3149565213757	944.4853766900872	1019.1724545118324	881.4724133242052	811.294171087584	1738.0222340511516	1817.3844880834354	1832.265056852039	1630.035040350863	1814.413821236779	
JP_03	15	e:	538.7056421418442	594.6559286292546	644.4873040488634	638.7745063084087	602.70067108186	1834.7878135847648	1878.894369908159	1790.4536057479725	1768.4790282259087	1682.905005493406	
JP_03	16	o:	678.4557202951481	1115.7072678529337	1062.38422413077	622.5338861453826	547.5400094584716	1528.3732344710777	--undefined--	1365.1704747729113	1779.8361468001717	1864.1175034618207	
JP_03	17	i:	1704.0889424859158	1731.2605608332888	1747.0588352739223	1632.0778331020274	854.3309227382086	--undefined--	--undefined--	--undefined--	--undefined--	1707.4412525413418	
JP_03	18	e:	1869.8460698782872	1914.655805859408	262.0443007538737	496.36759032274176	1650.5335762187544	--undefined--	--undefined--	1893.8376777850883	1809.6176877743758	--undefined--	
JP_03	19	A:	1045.0803876663776	1126.9084999320162	1126.3466975367303	941.7162507013434	960.8125542402721	1713.623950562649	1706.4394106508535	1486.4671265579195	1716.7540364675483	1718.1810371021481	
JP_03	20	a	799.1694560262312	969.5811403984186	1060.7132657329105	769.3080891971877	974.5802109975543	2048.4276401945503	2124.446688959986	--undefined--	2140.0267039992696	2122.3891012941185	
JP_03	21	Y	414.88123263953435	368.68676305362504	1751.0913234248112	200.30374987439416	722.9547068460818	1790.2333788799938	1755.8928873832722	--undefined--	1974.338605937158	1846.217027329127	
JP_03	22	e:	1334.6330643207637	481.18407456247996	540.0581092407981	565.7585071160632	588.6490592328461	--undefined--	1677.2130198276584	1727.7815359866586	1731.4786698195878	1670.5142380191157	
JP_03	23	i:	1802.5439498723936	1805.9448523683864	272.2960612896442	454.37464455710005	423.89323535693495	--undefined--	--undefined--	1843.3074119682024	1871.0841915005094	1807.841387952576	
JP_03	24	A:	720.8134493482611	855.9044465861376	880.0689129200331	1078.786780300839	1003.8492355890038	1711.331886638838	1607.976659462637	1443.5182116313465	1326.5724639377086	1283.642947923273	
JP_03	25	e:	1517.3467062153156	757.3543893870931	439.10743326528893	509.1200598289905	641.5396853831027	--undefined--	1746.3068600339777	1541.8919603380884	1576.2762084747515	1583.3861563516944	
JP_03	26	E	408.3323536025985	374.13182568240666	155.25819116798846	486.13815315453564	518.0972763552368	1663.0736921418402	1599.5862678277736	1579.897848141405	1695.4030477473834	1949.31865539172	
JP_03	27	A:	526.4111195361369	935.1052394367075	1475.610271037888	1486.7673094100674	1488.5848304504432	1615.8407961693356	1599.2175885051147	--undefined--	--undefined--	--undefined--	
JP_03	28	e:	1834.2942400800368	665.5215962264564	488.4930901264603	562.3829433526709	663.7591790294813	--undefined--	1847.1929612342196	1818.8960786588902	1755.443755138996	1677.3036536738334	
JP_03	29	A:	818.7783239084953	762.0481309821371	604.2745017004751	631.0734271037487	616.6268635763837	1706.0203138070274	1650.8050746935453	1770.46411261757	1823.9992707952697	1946.7125894850255	
JP_03	30	U	540.669244778312	568.0055845138228	585.2337428047347	577.6882628291864	575.2232608736604	1813.0739444190224	1883.9113652933336	1988.404118271057	2019.4825863834517	2029.6822166794282	
JP_03	31	i:	206.23584000934588	183.95389607581166	1448.4015648263162	1576.4327340842592	1845.6979738254388	1717.1616026625347	1806.184293506559	--undefined--	--undefined--	--undefined--	
JP_03	32	e:	919.4246269047269	1129.0870976866702	1089.3746370820263	806.7314723859452	818.4402093188322	1307.9908524384225	1225.491144682782	--undefined--	1756.6355209459077	2042.324373834684	
JP_04	0	a	963.6542365791086	995.9215096788619	905.4040033918778	742.7060112134317	751.8323801134162	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
JP_04	1	e:	621.9505040536793	741.6149711332648	838.3944726074449	1161.4015832748833	1026.6493774971277	1475.8842623397268	1454.8813197600437	1483.9142914476731	--undefined--	1409.4253086114195	
JP_04	2	E:	750.6623868962772	849.9320053196252	876.9838095666405	820.0818789194694	806.6947984668458	1595.8076795250645	1640.4042182907413	1636.6617179933928	1595.7149101609607	1634.2288849485371	
JP_04	3	A:	499.3713388391808	588.441814991293	682.8296946548784	697.6868360649107	717.3503994103249	1642.2417372884013	1676.3189780507137	1776.6902101845146	1761.5973498596754	1697.7683691472675	
JP_04	4	e:	476.0069967983227	547.5240185154158	569.8840442206548	564.4427201733985	531.31953373641	1842.1029728745843	1792.287058374855	1821.4384446740519	1769.658332316808	1657.5700109392285	
JP_04	5	A:	570.4399463299221	559.3328286752796	547.6979796756767	513.440322728044	553.889257936423	1693.0441776345458	1694.5329566241521	1745.0357352448416	1904.8883502948681	2088.122320652182	
JP_04	6	i:	1780.5195657059433	416.06204900342584	338.89999647669566	475.38577478666133	514.2799730265097	--undefined--	1819.9037549300012	1809.3948359287344	1785.6990584449352	1786.9743500717234	
JP_04	7	e:	435.10170678008024	360.50868318746683	399.8241572239446	395.6687915899364	406.3740271880407	2050.1991237028524	1996.6773065716138	2106.341845490708	2112.855366287944	2079.7769240890675	
JP_04	8	o:	570.6850970895281	812.6952812501489	248.1611684046843	336.1759866347932	157.18829107857664	1874.409153835917	--undefined--	--undefined--	--undefined--	--undefined--	
JP_04	9	A:	685.4233793928211	712.4493137678027	712.5339742227377	701.4952073756713	729.0149607033728	2411.6359786507924	2550.7939363888354	2647.3585646491547	2227.0171209956516	2320.0311917362164	
JP_04	10	a	614.0908875422357	705.1429086439008	605.0678228553816	587.8900676958691	639.4567266283226	1605.6185625966468	1607.3830232156488	1635.6084816423697	1802.1688299249213	1758.9449536396246	
JP_04	11	a	647.4035781049255	618.7238770357571	652.5488999159776	688.3985172920311	807.5231756720075	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
JP_04	12	o:	512.4675469201675	552.7751397537812	586.1402883428533	533.6161292961973	717.4303388254191	2021.80012178502	--undefined--	--undefined--	--undefined--	--undefined--	
JP_04	13	e:	685.940671930822	636.305386957842	647.0422587178047	692.4727508915007	652.595000449428	1671.1714671947639	1685.928435306503	1670.3536248401654	1676.9606934464036	1695.1984530561742	
JP_04	14	U	553.7853631461367	517.0624130637	524.382764088741	497.00074182191025	450.63563609099697	2056.216973600045	1929.7256245486897	2060.8088965248444	1960.1243626959529	--undefined--	
JP_04	15	a	914.2591947494499	901.6943851040453	782.1224110657547	785.8381062515856	699.6114180164568	1455.0620724732962	1281.1953654492195	1294.1003440603413	1178.5667807168952	1364.219871113532	
JP_04	16	A:	792.0398613757577	802.1568138869787	752.2413575525052	707.395356292348	696.9937811028875	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
JP_04	17	U	593.7803906270932	555.0166205602637	599.0204583024844	537.3558062734571	538.4415815640625	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
JP_04	18	e:	758.0746738639707	851.684721488102	660.6111612850156	707.3056720592002	502.11507898715416	1585.4075652198508	1766.0860409855445	1824.934728493687	1809.1141693469017	1728.8164070236778	
JP_04	19	ale	1679.6509299128847	1559.740492524841	247.70724358294626	313.0317074864998	392.7064091371071	--undefined--	--undefined--	1843.8113824931224	1911.648609156953	1919.5061996600316	
JP_04	20	@	301.3971197156424	1714.755107362469	308.74955118222766	431.10630821695383	479.58170875107487	1844.5114894700532	--undefined--	1785.6274015268962	1755.4462841843701	1771.7235471473352	
JP_04	21	i:	1402.019959885014	398.26868763823194	381.3849755152496	471.00445946355444	460.3173153901495	--undefined--	1670.4773662880684	1706.0255248439664	1827.0311422101993	1797.8020869616237	
JP_05	0	A:	899.6893184023601	902.6055877048091	915.8456393591594	876.1770509968691	841.9856698752442	1378.146219133666	1374.936619965933	1320.955814376572	1426.9271529840698	1553.2874944840723	
JP_05	1	}:	622.7162915755941	586.2740827431088	627.2252584543896	662.8445720263774	619.306448156795	1718.3086823461479	1571.0950398957298	1445.7204241640293	1611.1410213177276	1628.416332226685	
JP_05	2	2:	788.0740225402744	737.9773269693155	721.166909992827	658.4055060717227	685.464127164959	1475.6203279262318	1314.8268162798124	1440.1818647822975	1807.3611784374332	1973.0990933545793	
JP_05	3	e:	762.6287416199012	711.3454302970439	613.3065473850361	423.4152233139946	613.3569847159287	1436.3818925640498	1486.4651664774835	1542.6172074217857	1577.0298629659437	1715.9784844699843	
JP_05	4	u:	616.7757279009369	593.0651773621186	535.9485185195133	502.80559236701623	502.3301356599806	2323.6324977605327	--undefined--	2389.0607324664065	2395.5683919102416	2164.1785069268294	
JP_05	5	o:	550.1600867210643	601.0259509036662	620.1898098653707	619.4017894612515	599.0640973997721	1513.1400180484516	1549.9291289015343	1714.0400415712024	1756.3523497120914	1736.390778177104	
JP_05	6	e	1792.490336750948	818.2014207992493	339.4532146521578	429.4514705455407	450.37538512663434	--undefined--	1845.037405449687	1856.8872582255042	1896.2691630291558	1860.8274961473244	
JP_05	7	A:	565.7376117918609	605.9732116184081	621.4270539814662	630.5467147875788	588.2841648529669	1778.4179585949735	1664.9353989699612	1660.9180228381597	1634.0939413679196	1706.6243324223287	
JP_05	8	a	865.2149382494024	1118.4409292648506	971.6674481446387	1677.3216637949683	1066.7291078830071	1335.4927601831523	--undefined--	1697.1163887659338	--undefined--	--undefined--	
JP_05	9	e:	402.580674548537	466.35771669476395	514.1876817790363	575.7704540269813	608.702273821182	1938.0798974510492	1899.4940022049864	1843.1567397220306	1769.5388227986045	1713.1045213473753	
JP_05	10	a	1023.5275687969252	1030.1609090909164	968.2345412378189	1005.3893738708841	980.4772275009112	1632.925065930753	1688.9367194202857	1533.7212447753413	1312.004363678615	1788.4681118736394	
JP_05	11	e:	433.9462227699707	625.0221557376705	617.8528084562806	617.0921913308632	648.7624912514389	1483.7216399180443	1584.223519465037	1701.3628301354738	1583.1493141454528	1701.9867540084686	
JP_05	12	o:	577.4484046153905	563.2670135688219	537.4925178657926	397.1343913936337	378.45479546793354	1874.297031927932	1894.1847716574123	1880.7163076338147	2058.0822168316527	2113.6466139307727	
JP_05	13	A:	1020.8564967574224	1013.4429658906765	524.2136174422408	1121.898887776519	782.2319623015084	--undefined--	--undefined--	1172.6974661579354	--undefined--	1413.850906490002	
JP_05	14	a	947.9238015912857	1247.3469480170609	1197.3476560033093	1139.8216402448977	1018.3105445526826	1597.92974411257	1266.7620938806622	--undefined--	--undefined--	--undefined--	
JP_05	15	A:	1062.3991305558384	1096.9670908954793	1045.0276166699073	1076.533923136833	1015.5343729958205	--undefined--	2511.912119129532	1987.5612182184802	--undefined--	--undefined--	
JP_05	16	o:	601.3373428927259	669.1802310446234	653.104584174314	606.9232042215024	614.8103769804036	1872.755731406989	2324.3120181545105	--undefined--	--undefined--	--undefined--	
JP_05	17	o:	631.6400608512037	604.7964310337036	547.2672048148651	577.3382791489903	611.8994719810161	2408.719010230299	2255.555605351535	2214.760759994509	2283.3058498993555	2212.851296735735	
JP_05	18	A:	892.3385419633311	1040.0489893060715	1041.0957130701736	1112.1558122338845	905.359438979525	1706.8185529650798	1681.1397658245057	1568.140341844542	1306.9482566413485	1630.1119671177482	
JP_05	19	i:	1849.1907274864354	1815.0213746810132	1898.5687341433168	1931.3899625694241	1895.4775706773853	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
JP_05	20	e:	1714.598791704193	531.3013308433474	1379.8706914894349	506.4699738887187	481.9223502248479	--undefined--	1304.3866160066657	--undefined--	1455.1645879206078	1518.9357203598463	
JP_05	21	ale	374.460339954397	427.7520229420411	293.29847773088164	413.8704291254956	443.75405437803147	1708.0173526924605	1721.81412255293	1731.1789278358488	1774.790431954943	1822.0945195443708	
JP_05	22	@	445.0755641892122	452.33530143230416	456.3833937581878	458.82782611412836	461.8697430198868	1991.8081798810422	1893.6253930045182	1756.9647861898013	1706.0113631493516	1674.7717494092835	
JP_05	23	a	693.3658344068962	906.9972236239519	1146.4268041051475	1051.466536775009	772.1055398419235	1613.762279106052	1443.6431689515769	1330.7307844217778	--undefined--	1521.8147294019698	
JP_05	24	U	495.3449161890521	448.0386839783986	436.4871190469958	444.6488681637769	413.10779691802753	2073.118884966631	2124.8165150592667	2080.6645905252335	1970.0239966510806	1821.3979658969072	
JP_05	25	a	897.2391024461083	1020.7040417541117	946.9699694465612	927.851703073899	942.521539544171	1617.382832040903	--undefined--	--undefined--	--undefined--	--undefined--	
JP_05	26	A:	663.428618158561	673.7097440239451	684.1124096417492	707.1855170254665	782.5834154581943	1817.7430663763312	1847.0498596222951	1934.3164613214897	--undefined--	--undefined--	
JP_05	27	o:	568.3640596824308	579.5024987881499	556.3988918221352	544.5713857572829	550.4120656627169	1822.3752420032683	2603.4096311816616	1761.357614908553	2355.515557097374	2027.677186435588	
JP_05	28	a	783.1404950551837	746.3553026572151	678.1810662850249	613.3235245054199	575.1551078712071	1235.764650234575	1544.44166512369	1718.2436213415785	1737.9012917751509	1647.5205344761584	
JP_05	29	u:	519.8891476159098	502.91684101185814	498.21818838546545	468.4414491567723	498.1137994835593	2130.1548744676297	2329.0303885995136	2428.6454179813386	2431.4410734609182	2435.6889662267	
JP_05	30	e:	982.8503431789917	1066.512822179747	1144.3333908832585	1160.5045269225357	1175.1100150539303	1505.7676654948725	1596.074220123921	1520.4772660376223	1346.0685092483068	1627.1544904452094	
JP_05	31	E:	628.816434365094	736.9694335822263	760.025057321998	845.180105836265	762.7050151496455	1740.1279727953179	1723.7834635542774	1809.728201714412	1777.2148239452729	1764.5914389810807	
JP_05	32	e:	437.4108722832927	447.2135176527701	407.18095497116326	386.55864096949415	1891.4706943986282	2031.1136481505719	2023.4070365244713	2010.9828596593118	1975.4135901981265	--undefined--	
JP_05	33	i:	615.8917313087186	628.6843992666926	617.9005645406891	615.7047428776881	619.2616561089106	1863.7882619217892	1878.8352071019162	1918.049970902267	1931.8400909710565	1943.6737833772866	
JP_05	34	oe	778.5239555529837	685.1397077165107	841.1444088392216	874.8403770208191	778.1785911105674	1428.8851640631797	1350.9961329342743	1511.8157143504448	1880.0085955321474	1478.2503291324135	
JP_06	0	u0	447.7426852113842	371.5566697467231	232.9815650402297	269.0185028033031	1605.9267000303646	1689.5093318655781	1676.8915172831305	1638.475963493941	1608.7006290899317	--undefined--	
JP_06	1	A:	796.1915081955581	740.2981666743278	678.7063415426654	641.8709989827036	732.5892700350473	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
JP_06	2	a	879.0463785483199	842.5008837952275	820.3601167868508	729.7794447010325	662.039837928122	1456.6992925005668	1379.0411158273128	1327.5340691945728	1365.8409283391552	1303.9443991265634	
JP_06	3	e	630.3566785894091	581.932821979607	605.4492565340705	629.8329960442093	605.4220852258981	1433.4883231543702	1505.1192100609485	1601.6749235828072	1652.2126918663096	1419.0820540308907	
JP_06	4	O	568.0459473156805	572.030751415401	565.2543879978143	533.1717124827788	503.6485651449082	1834.6018946040779	2021.6811001345613	2047.1360125882024	2092.7076463621097	1996.1353371341706	
JP_06	5	@	570.6153636150204	719.3666990590335	800.2627405612441	812.1103153940575	678.708911696616	1865.4306285115458	1799.113654390171	1739.1467809750977	1698.342864692578	1680.3610486709404	
JP_06	6	e	679.5567814210267	646.7937212716755	658.5209386285151	680.0170438949733	685.9577701712573	1716.5983261927881	1699.8561155968885	1741.8560752205656	1695.5388236825752	1712.7440943444353	
JP_06	7	e:	591.7622657194955	635.8955058865345	803.6121283833675	859.9289089131099	854.8102668622071	1446.8297849947905	1531.9452261342785	--undefined--	--undefined--	--undefined--	
JP_06	8	a	637.50025113222	587.4695977046936	591.1946479367153	647.4214923918756	743.2012184170332	1954.1475486921224	2299.1000713000863	2401.8494564740677	--undefined--	--undefined--	
JP_06	9	}:	1424.1189527377855	299.5840066763549	413.12945095110234	494.90532122647124	512.0515204162517	--undefined--	1456.9262750453317	1526.290979532063	1571.394807438842	1615.7145398313253	
JP_06	10	e	528.2160247737259	512.2710727333682	502.28924258157923	477.7954896993546	506.14096050009726	1601.7569211918544	1572.0766126521219	1618.9660053415828	1735.9542713906226	2106.242547849553	
JP_06	11	A:	760.9113474743649	760.2459969058908	767.4627217485538	753.7400534353168	766.0220083417371	--undefined--	1893.4628895046287	--undefined--	--undefined--	--undefined--	
JP_06	12	e	716.2612671587873	703.989241891459	761.603236956932	777.2987870153431	597.3853061502223	1524.8390976954947	1553.258984131982	1636.7940549289226	1666.3391902654516	1570.572334982657	
JP_06	13	e	685.663997910326	825.8248938396853	904.7471096102587	1013.0474209514324	780.3764972737702	1458.2521147708555	1367.6250041197718	1334.2297470791555	1329.7231458631109	1651.1431844864385	
JP_06	14	a	933.6279708781536	1107.0863631273205	1032.7766940093456	834.6384379883407	706.3796827738914	1186.2122573707977	1179.842940053189	1298.8217383652093	1611.051216881275	1798.6533561957924	
JP_06	15	a	696.5362377948369	746.8180336357124	829.7259428433159	793.0742193371448	889.2769244194534	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	
JP_06	16	a	598.1075852232891	568.0442355731742	639.5914237754683	757.4669987500766	807.511084231928	1933.2701177598901	--undefined--	--undefined--	--undefined--	--undefined--	
JP_06	17	2:	906.384431538365	761.9359070782696	891.2047133496321	950.4147357062639	895.0647616093165	1462.2170877324518	1742.301685288375	1779.7709954206289	1732.1637623923614	1499.9783162454512	
JP_06	18	a	1207.1752118102024	1135.9128445916726	1124.5747427768817	1034.9826210243164	992.5884620783921	1468.4691107690378	--undefined--	--undefined--	--undefined--	--undefined--	
JP_06	19	e	1607.1580819815415	1636.7726371983129	576.3085804459689	561.1140084187813	485.338644798045	--undefined--	--undefined--	1721.6471677624181	1746.566220803089	1805.461718076922	
JP_06	20	a	743.4800446327614	998.1039348351619	1123.7875926132228	883.1203780532513	803.7955327631763	1332.6824928358023	1175.719841017413	1295.8871767101375	1670.8347610621668	1734.112297850307	
JP_06	21	a	568.4976668892236	705.0790553901411	791.6434802451621	767.4420902738297	678.6661314103521	1514.097849360563	1457.1527140661487	1332.4853790986879	1301.170947919847	1410.6403632318695	
JP_06	22	u:	595.7713274064878	578.5037443929717	543.8395489610238	556.7235479188814	513.5244474188073	2162.4198905351313	2192.4564639609243	2221.240554806769	--undefined--	--undefined--	
JP_06	23	U	464.47653876485356	501.39057536838067	508.8568246247667	504.8696769501214	513.9514703769933	1731.7641459479903	1719.3525909491525	1744.8242629805923	1776.2650728949552	1888.0445926212376	
JP_06	24	e:	1893.950388418229	1944.137661746309	1965.6459154108484	1987.5975216575957	164.42294348391783	--undefined--	--undefined--	--undefined--	--undefined--	1991.6501860925928	
JP_06	25	a	393.11349908434937	485.2875882824532	380.6759052955446	727.5323265857435	663.1567404029471	1909.4528557747672	1846.1218205669966	1699.0548458446012	1707.9872234855957	1641.2952238285056	
JP_06	26	e:	463.294304450309	455.36122252190165	476.33874889610445	530.8928179185255	588.4469256767441	1830.5526193737028	1841.3102487932765	1873.8879097957297	1676.4456048127734	1581.719482713402	
JP_06	27	O	674.4708662907335	619.2176904183314	597.8576987207853	535.3333851206124	519.4004563946891	1391.9139109706862	1967.6532422138225	2238.0667443024745	2153.6704021000464	1780.0251419232995	
JP_06	28	i:	1978.752372843036	335.9395573901444	2002.7339486272456	2089.10258114003	291.7861455349714	--undefined--	1989.3300013133228	--undefined--	--undefined--	2098.8246223980077	
JP_06	29	O	525.4701396559229	501.9606518909834	409.3257792149122	378.696156577122	558.695875157825	2152.935445031761	1495.902002482115	1601.2630948911615	1812.8282384943993	--undefined--	
JP_06	30	A:	704.5850725596349	694.1743096330297	720.7631979321429	722.4955546418108	701.7934615930484	1289.5710024807158	935.3348837370969	1172.3498475711433	1614.8226039404015	1603.9696035528839	
JP_06	31	a	839.2873036386865	872.1926901455271	824.1077524718133	818.6803436555847	722.5508453991224	1610.6516753603205	1513.4003395866164	1554.5561815898416	928.0276508260296	2059.874544803986	
JP_06	32	E:	837.3577849767248	912.1094621006395	853.6960212758966	809.6153402670979	683.8485291023777	1329.7473258384882	1262.3411517425593	1425.385586132955	1588.1020226917294	1671.3268700950337	
JP_06	33	e	458.2504343775059	512.1406964123934	531.6053755445287	482.2333920039221	508.4704601061202	1813.562560281794	1758.7023358728245	1679.9672220113116	1715.2623939626737	1683.615076910745	
JP_06	34	o:	483.00538031433587	492.69300521828205	517.9741205185006	545.2308219029408	719.3227596211603	2005.8940853948782	2252.0353488465457	--undefined--	2587.9136753222224	--undefined--	
JP_06	35	e	1197.7184973783365	658.8756884729979	592.9534074284869	758.4858905921975	806.8209046186321	--undefined--	1594.7499146631444	1403.773606962702	1387.385663743804	1158.110632695158	
